rownames,UP0042_CTRL,UR16_2319_HP160021451_A,UP0042HHT1,UP0042_HHE1.combined,UP0042_HHE3.combined
1:12000001-12500000,1.0146436429882588,1.0550133461607636,1.1065113269470968,1.0516964840385379,1.0555435834718896
1:12500001-13000000,,,,,
1:13000001-13500000,,,,,
1:13500001-14000000,,,,,
1:14000001-14500000,0.9862927320896325,1.0492072130238235,1.0625509140790523,0.9706752000306696,0.9836178862131976
1:14500001-15000000,0.9803927182345423,0.9995025872429937,0.9872349026027988,0.8869091087081276,0.9597145227711805
1:15000001-15500000,0.9963142378416677,1.0428382381337824,1.0594342130214245,0.9823292576607938,1.0335835211304047
1:15500001-16000000,0.9746766069935228,1.0474907824351105,1.0681190154138809,1.0327954623064115,0.9896090919604779
1:16000001-16500000,,,,,
1:16500001-17000000,,,,,
1:17000001-17500000,,,,,
1:17500001-18000000,,,,,
1:18000001-18500000,1.009955734091724,0.7746819909952083,0.8106091893496457,0.9082868373668161,0.9572845746122501
1:18500001-19000000,1.0041130149688795,0.7640909692881073,0.7640360068342843,0.8952200205318636,0.9542084673673523
1:19000001-19500000,1.0263341961592662,0.8099417040616287,0.7889422878780769,1.0152381775098782,0.9917502965432092
1:19500001-20000000,1.0022843840211852,0.7898827031996809,0.7828311462396005,1.0560625428042405,1.0556997107036714
1:20000001-20500000,1.0399153618497936,1.0050284870175648,0.9756989925745551,0.934973287395636,1.0098471526072244
1:20500001-21000000,1.0062042799091508,1.0891200117929765,1.1190471808721114,0.8868567532582963,0.9945215020391444
1:21000001-21500000,0.9759021830025978,1.0835567089345683,1.1031150738455782,1.1149865494311946,1.0425430024425164
1:21500001-22000000,0.9790460417691091,1.0186410914993356,0.927980749817592,1.0130007681062922,0.9718651443509552
1:22000001-22500000,0.996219143077242,1.0341583070949532,1.0212371654234877,0.9879034902672537,1.0180129461409784
1:22500001-23000000,,,,,
1:23000001-23500000,0.9959496187819934,1.0382487261374305,1.045812024541927,0.9121084844991655,0.9917547421233557
1:23500001-24000000,1.0130032865494372,0.8077930368217692,0.8472162779600205,0.9945951813244924,1.0139631974120815
1:24000001-24500000,,,,,
1:24500001-25000000,0.9998293833827308,0.825043373206111,0.7971787240127083,1.004904101225317,1.0351497077833758
1:25000001-25500000,,,,,
1:25500001-26000000,,,,,
1:26000001-26500000,0.9622990362709327,0.853698059824104,0.8187997284850034,1.061040067674532,1.05696287765389
1:26500001-27000000,0.9504205720094852,0.8240539790795246,0.8089164517909478,1.0322061441986157,1.008308609749482
1:27000001-27500000,1.0656911252517263,0.8218128851049705,0.8339025904266101,1.0533610090189232,1.0113635275634691
1:27500001-28000000,0.9797762598199761,0.8474713441269819,0.817778951250468,1.0668416904656302,1.0365560241529665
1:28000001-28500000,,,,,
1:28500001-29000000,,,,,
1:29000001-29500000,0.97762054773909,0.8312983686996259,0.8390710042746196,1.0339695213575302,1.0267287077577352
1:29500001-30000000,0.9604703334415244,0.793036012249945,0.763970404010323,0.871854215723262,0.9749028139562004
1:30000001-30500000,1.04144209451965,0.7950763901508822,0.7471966693593489,0.9037238062966452,0.9490061971667567
1:30500001-31000000,,,,,
1:31000001-31500000,,,,,
1:31500001-32000000,1.0386798978289682,1.0590294183609743,1.0655228356289563,0.9381135346380696,1.0051193662942148
1:32000001-32500000,0.9978260289500327,1.119016751725751,1.1402094408010672,1.0192713522818857,1.0071669463139838
1:32500001-33000000,,,,,
1:33000001-33500000,0.9593148479276226,1.0942340457600392,1.1145720136947312,1.0203067438469575,1.0475994486975357
1:33500001-34000000,1.0240837888040837,1.0437081224703522,1.0342327349907596,1.0209057383691642,0.9875567038357633
1:34000001-34500000,1.0152904213889369,1.067799369218379,1.0272137614832904,0.9077175518468485,0.9662538288452782
1:34500001-35000000,1.030071741012979,1.0328270434256142,1.026513934025231,0.8874404023121387,0.9587632542978449
1:35000001-35500000,1.0255746038769464,1.0409172360148307,1.0043570625612697,0.965089700979636,1.0187674330788372
1:35500001-36000000,1.0162791147039285,1.0893336860038494,1.210080559977537,1.080093777945622,1.0812982339812551
1:36000001-36500000,0.9866336403530245,1.0346079847187057,1.1623701893071496,1.0533557198945316,0.9785076714068741
1:36500001-37000000,1.029276575318895,1.0844265609180124,1.095423763130763,1.0776708894467637,1.0405140298391675
1:37000001-37500000,,,,,
1:37500001-38000000,1.0085017869456951,1.010630603512061,1.01879368225587,0.872464553636947,0.9838675186739395
1:38000001-38500000,,,,,
1:38500001-39000000,1.0347606050173968,1.016985811840438,1.0226309276272976,0.9326085567919175,0.9874468616316994
1:39000001-39500000,,,,,
1:39500001-40000000,0.9576631777849457,1.0714672736618844,1.0626165172293447,1.0065658930332242,0.998129691546056
1:40000001-40500000,1.0070792107011468,1.0152624434236677,1.048729881856834,1.0028423107999351,0.9778120132255389
1:40500001-41000000,0.9812468490670676,1.0576823804026592,1.061659591417539,1.1340590011858904,1.0517812965838216
1:41000001-41500000,1.0251966442793885,1.0306412233648505,1.0345614950886086,1.0196268986992683,1.0361400009471076
